title,audio_file_id,genre,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
"Corri, Corri ",T45024,Romance; dance song; ritual song; fertility song,6,9,7,5,5,2,5,2,0,8,6,9,6,5,3,9,2,11,8,5,5,11,0,3,5,0,0,7,5,0,0,5,6,8,2,2,2
José es carpintero,T5471R24,Lullaby,10,10,10,8,11,11,8,11,11,8,6,11,6,11,11,1,2,0,11,5,5,11,0,3,8,0,0,7,0,0,0,5,9,11,5,2,5
Fiji Song,NULL,"",6,9,6,0,0,0,5,0,2,5,6,5,6,9,3,0,5,0,1,2,5,0,0,1,5,0,0,3,0,0,0,2,2,5,2,5,5
Song Sung on the Occasion of the Slaughter of Pigs in Honor of the Ancestors 2,T5425R54,Sacrificial song; pig song; ceremonial song; for ancestors,0,3,4,5,0,0,5,2,8,5,1,9,9,7,3,0,5,0,11,8,2,11,0,7,0,0,0,3,0,0,0,5,2,0,2,8,0
Schoolboys' Song,T5426R03,Children's song,6,11,11,5,5,2,11,11,11,0,1,9,11,11,3,6,2,6,11,2,5,11,0,7,2,0,0,3,5,0,0,5,6,8,5,5,0
Schoolboys' Song,T5426R02,Children's song,6,3,4,5,2,2,5,5,8,5,1,9,9,7,3,0,5,0,1,8,2,11,0,3,2,0,0,3,5,0,0,5,4,0,2,8,0
Veloma,T5443R30,Satirical song; topical song,6,11,11,0,2,0,11,11,11,8,1,9,11,11,3,1,11,0,11,5,5,4,0,1,0,0,0,3,5,0,0,5,2,2,5,11,8
Aisa No Misy Anareo?,T5443R29,Village song,6,11,11,0,0,0,11,11,11,2,6,9,11,11,11,3,5,0,11,5,5,4,0,1,2,0,0,0,0,0,0,5,4,5,5,8,2
Family Preparing Onions,T5432R12,Cooking song; work song; pounding song; preparatory song,4,10,6,5,2,5,5,0,0,5,1,9,9,9,3,10,5,11,8,5,2,11,2,3,2,0,0,3,5,0,0,5,4,8,8,8,8
All-Night Singing After Mock-Fight at the End of a Funeral,T5432R11,Funeral song,4,3,5,5,2,8,5,0,0,5,1,9,1,5,3,10,5,11,11,8,5,11,0,7,0,0,0,3,5,0,0,5,4,8,8,8,5
Nous Sommes Venus Saluer,T5432R01,Funeral song,4,4,0,2,2,8,5,0,0,5,1,7,3,5,3,7,8,7,11,5,2,11,0,3,5,0,0,3,0,0,0,5,4,8,8,8,8
Yapanoure Daga,T5432R06,Funeral song,4,4,7,0,2,8,5,0,0,2,1,7,3,5,3,1,5,0,8,5,2,6,2,7,2,0,0,3,5,0,0,5,4,8,8,8,8
Danse Du Kananga,T5432R10,Dance song; mask dance,5,4,0,11,2,11,0,0,0,2,1,9,6,3,3,11,2,11,11,0,2,11,0,3,2,0,0,0,0,0,0,2,4,2,5,8,0
Uxam Ugexile Usind'indlu Ngodaka,T5451R15,Wedding song,0,11,11,0,0,0,11,11,11,5,6,5,11,11,0,9,2,11,1,0,0,0,0,3,5,0,0,3,0,0,0,0,2,8,5,2,5
Bawo Nilele Na,T5451R18,Circumcision song,0,9,6,0,2,0,5,0,2,2,6,9,6,9,11,0,0,0,3,5,5,6,0,1,2,0,0,7,5,0,0,2,2,8,5,5,2
Tula Mtwana,T5446R04,Lullaby,2,11,11,0,2,0,11,11,11,2,6,9,11,11,0,1,2,0,3,2,5,2,0,7,8,0,0,3,5,0,0,2,2,8,5,5,5
Izibongo Zika Ndlunkulu,T5452R10,Praise song; chant,0,9,6,0,0,0,5,0,2,2,6,9,9,9,3,2,2,0,1,5,5,2,2,3,2,0,0,3,5,0,5,5,2,8,8,5,2
Somagwaza,T5452R11,Praise song; chief's song; song about leadership,1,9,7,0,2,0,5,2,0,2,6,9,6,5,0,1,2,1,3,2,5,2,2,3,5,0,0,3,0,0,5,2,2,8,8,5,2
Umgouzo,T5452R03,Initiation rite; dance song; girls' song,2,11,11,0,0,0,11,11,11,2,6,9,11,11,0,2,2,1,3,2,2,2,2,3,2,0,0,3,5,0,0,2,2,8,5,5,5
Malaimkirafy,T5443R22,Story song,0,10,7,0,2,2,5,2,0,5,3,5,3,5,0,2,2,0,11,8,5,0,0,1,8,0,0,0,0,0,0,5,4,8,2,5,5
The Woman Who Marries a Vezo Cannot Stop Looking at the Sea,T5443R03,Fisherman's song; for ancestors; chant,7,11,11,0,5,8,11,11,11,0,0,7,11,11,0,9,5,11,11,2,2,6,5,9,11,11,0,11,0,0,0,0,2,2,5,0,2
Salamanga,T5443R02,Farewell song; dance song,6,11,11,0,2,2,11,11,11,2,1,9,11,11,3,0,5,0,8,5,5,4,0,3,8,0,0,0,0,0,0,2,4,5,5,5,5
Beko Tromba From Diego Suarez,T5442R27,Processional music; fisherman's song,6,7,7,0,2,2,0,2,0,0,6,9,6,3,0,0,5,0,1,5,5,4,0,7,8,3,0,3,5,0,0,5,4,8,8,5,2
Betorimaso,T5443R20,"",10,0,10,8,11,11,8,11,11,5,3,11,3,11,11,2,2,0,11,8,5,11,0,3,8,0,0,0,5,0,0,5,4,5,2,2,2
The Great Song,T5443R18,Feast song,5,11,11,0,5,2,11,11,11,8,0,0,11,11,3,5,2,0,11,2,2,0,0,1,2,11,0,3,0,0,0,5,6,11,8,2,2
Beko-be,T5443R19,Feast song,0,4,5,5,5,2,5,5,2,0,6,5,0,9,0,0,2,0,11,8,2,11,2,1,2,0,0,3,5,0,5,5,6,8,5,8,2
Ara-dringa Song,T5443R12,Fight song; competitive song,1,3,6,5,5,5,5,0,2,0,1,9,6,9,0,1,2,1,11,2,2,11,0,3,2,0,0,3,11,0,0,5,9,8,8,8,0
"Beko-Kaikaiky Song, for the Ancestors",T5443R11,Circumcision song; ceremonial song; for ancestors,10,11,11,8,11,11,11,11,11,11,0,11,11,11,0,2,8,0,11,2,8,11,11,3,2,11,0,3,5,11,11,5,9,8,8,8,0
"Hotroky for Mourning, Part 1",T5443R09,Mourning song; dance song,5,9,6,8,8,8,5,0,0,8,0,5,6,9,0,4,5,0,11,2,8,11,8,3,2,0,0,7,11,11,11,5,9,11,8,8,2
"Hotroky for Mourning, Part 2",T5443R10,Mourning song; dance song,0,9,6,0,5,2,5,0,0,2,3,0,9,9,0,0,0,0,11,2,8,0,0,0,2,0,0,3,0,0,0,5,9,8,8,2,0
Kadidoke,T5443R04,Funeral song,1,11,11,0,2,5,11,11,11,5,1,9,11,11,3,3,2,1,8,5,5,4,0,3,5,3,0,0,5,0,0,5,4,5,5,5,2
Mpatsaka Rano,T5458R02,Popular song; visiting song,4,10,10,0,0,2,0,11,11,8,6,9,6,11,3,11,5,11,8,5,5,2,0,3,8,3,3,7,5,5,0,5,2,0,2,2,5
Beanandro,T5443R37,Narrative song; morality song,10,10,10,8,11,11,0,11,11,8,3,11,3,11,0,5,5,0,11,5,2,11,0,3,5,0,0,7,0,0,0,0,4,0,2,2,0
Diavolana Fenomanana,T5443R35,Children's song,6,0,0,0,0,0,5,2,0,2,6,9,6,5,0,1,5,0,11,5,5,4,0,7,2,0,0,7,5,0,0,5,4,2,2,5,0
Manimaninao,T5458R01,Nostalgic song; theater music,2,10,10,0,0,5,0,11,11,8,6,9,6,11,3,6,5,3,11,5,5,2,0,7,8,7,7,7,5,0,0,5,2,2,2,2,2
Double-Header Dance,PENDING,Dance song; circle dance,2,9,7,0,2,0,5,2,2,0,6,9,9,9,3,1,2,0,8,5,2,6,2,3,2,0,0,3,5,5,5,2,2,5,8,8,5
Duck Dance,PENDING,Dance song; animal song,2,9,7,0,5,2,5,2,2,0,6,9,9,9,3,1,2,0,8,5,2,6,2,3,5,0,0,3,5,5,5,5,4,8,5,8,5
Feather Dance Song,PENDING,Social dance; dance song,4,9,7,5,2,2,5,2,2,2,1,9,9,9,3,0,2,0,3,8,2,11,2,3,5,0,0,3,5,5,0,2,2,8,5,8,5
Ribbon Dance Song,PENDING,Social dance; dance song,4,9,7,5,2,5,5,2,2,2,1,9,9,9,3,0,5,0,11,5,2,11,2,3,5,0,0,3,5,5,0,2,6,8,8,5,5
Friendship Dance,PENDING,Social dance; dance song; song of friendship,4,9,7,5,2,2,5,2,2,2,1,9,9,9,7,9,2,11,8,2,2,11,2,1,5,0,0,3,5,5,5,2,4,5,8,8,5
Four Corner Dance,PENDING,Dance song,2,10,7,5,2,2,5,2,2,2,0,9,9,9,3,10,2,11,8,5,0,11,2,3,2,0,0,3,5,5,5,0,4,8,5,8,5
"Garfish Dance, Part 2",PENDING,Dance song; animal song,4,10,10,5,2,2,8,11,11,2,1,9,9,11,3,9,2,11,11,5,2,11,2,3,5,0,0,3,5,5,0,2,2,5,8,5,2
Introduction to Garfish Dance,PENDING,Dance song; animal song,4,10,10,5,2,2,8,11,11,2,1,9,9,11,3,6,2,0,3,5,2,11,2,3,2,0,0,3,5,5,0,0,2,5,8,5,2
Friendship Dance,PENDING,Dance song; song of friendship; stomp dance,6,10,7,5,2,2,5,2,2,2,6,5,9,9,3,6,5,4,8,5,2,11,2,3,5,0,0,3,5,11,5,5,4,5,5,5,5
Sikotobaka Tambaochaoka,T5442R16,"",10,0,10,8,11,11,0,11,11,8,1,11,1,11,0,2,2,0,8,5,5,11,0,1,5,0,0,11,5,0,0,5,4,5,8,5,5
Arahaba Ny Ray-aman-dremy,T5442R17,Greeting song; elders' song,7,10,10,0,5,2,0,11,11,5,1,9,1,11,3,6,5,9,11,5,5,4,0,3,5,3,3,3,5,0,0,2,4,2,8,5,5
Green Corn Dance 3,PENDING,Dance song; ceremonial song; corn song,4,10,10,5,2,2,8,11,11,2,1,5,9,11,3,4,2,0,3,2,2,6,2,7,5,0,0,3,5,5,0,2,4,8,8,8,5
Green Corn Dance 2,PENDING,Dance song; ceremonial song; corn song,4,10,10,5,2,2,8,11,11,2,1,5,9,11,3,6,2,7,11,5,2,11,2,7,5,0,0,7,5,5,0,5,4,8,8,8,5
Green Corn Dance 1,PENDING,Dance song; ceremonial song; corn song,4,11,10,5,5,5,8,11,11,2,1,9,9,11,3,6,5,4,11,5,2,11,2,7,8,3,0,3,5,5,0,5,4,8,8,2,5
Lizard Song,PENDING,Animal song ,7,10,10,5,0,2,8,11,11,0,1,5,9,11,3,3,0,0,8,8,5,11,0,3,8,0,0,7,5,5,5,2,4,8,8,5,5
Turtle Dance,PENDING,Dance song; animal song,7,11,11,5,0,5,5,5,2,2,11,11,9,9,3,9,2,11,8,2,2,11,2,3,5,0,0,3,5,5,5,2,4,5,8,8,5
Yuchi Song,PENDING,Men's song,4,11,11,5,0,0,11,11,11,2,1,9,11,11,3,5,0,0,8,5,2,11,2,7,5,0,0,3,5,5,5,5,4,8,8,8,5
Snake Dance,PENDING,Dance song; animal song,4,11,11,5,0,0,11,11,11,2,1,9,11,11,3,3,2,0,8,5,2,11,2,3,5,0,0,3,5,5,5,5,4,8,8,8,5
First Start Stomp,PENDING,Social dance; dance song,4,9,7,5,5,5,5,2,2,5,1,9,9,9,3,6,2,9,11,5,2,11,2,7,5,0,0,3,0,0,0,2,6,8,8,5,5
Ribbon Dance,PENDING,Social dance; dance song,6,9,7,5,5,5,5,2,2,5,1,9,9,9,3,4,0,0,11,5,2,11,2,3,5,0,0,3,5,5,0,2,6,8,8,2,5
Stomp Dance Song,PENDING,Dance song; stomp dance,0,10,10,0,2,0,5,2,2,2,6,9,9,11,3,3,0,0,8,5,2,6,2,3,5,0,0,3,5,5,5,5,4,8,8,8,2
Boloi,T5458R42,Dance song,3,11,11,0,0,0,11,11,11,2,3,9,11,11,3,4,2,0,11,2,5,4,0,1,2,0,0,0,0,0,0,5,2,5,2,8,8
Ikokole,T5458R41,Dance song,1,10,6,0,0,0,5,2,0,2,6,5,6,5,3,2,2,0,8,2,2,0,0,3,5,0,0,3,0,0,0,5,2,2,2,5,2
Bongo,T5458R40,Social dance; dance song,2,4,6,0,0,0,0,5,0,2,1,0,0,1,3,11,2,11,11,2,2,0,2,1,5,0,0,3,5,0,0,5,2,2,5,8,5
Lela-Lela,T5458R39,Exorcism song; spirit song,2,9,6,0,2,0,0,2,0,2,6,9,6,1,0,2,2,0,11,5,2,4,2,1,5,0,0,0,5,0,0,5,2,2,2,5,2
Ntole Bayintu,T5458R38,Gathering song,10,10,10,8,11,11,8,11,11,5,1,11,3,11,3,2,5,0,11,5,5,11,8,1,5,3,0,0,0,5,5,5,2,2,5,8,5
Bokungu,T5458R37,Song about nature,0,11,11,0,0,0,11,11,11,2,3,9,11,11,3,2,2,0,11,5,5,4,0,0,5,0,0,3,0,0,0,5,2,2,5,8,5
Nakobeka,T5458R36,Banana song,4,10,6,0,0,0,5,0,0,5,0,9,6,5,3,10,0,11,8,2,2,2,0,1,5,0,0,3,0,0,0,2,2,2,2,8,5
"Bobongo, Song-Dance Song Cycle, Part 1",T5458R33,Dance song; for the dead; spirit song,2,10,6,0,0,0,0,0,0,5,0,0,3,1,3,5,5,0,11,5,2,4,2,1,5,0,0,7,5,0,0,5,2,2,5,5,5
Nsi,T5458R35,Social dance; dance song,0,10,10,0,0,0,8,11,11,5,1,9,6,11,3,5,0,0,8,2,2,2,0,3,8,0,0,0,0,0,0,5,2,2,2,2,8
"Bobongo, Song-Dance Song Cycle, Part 3",T5458R34,Dance song; for the dead; spirit song,2,10,6,0,0,0,0,0,0,2,1,0,6,1,3,2,5,1,11,2,2,4,0,3,5,0,0,3,5,0,0,5,2,2,5,8,5
Secret Society Initiation Song,T5458R11,Initiation rite; cult song; men's song; secret society song,1,0,0,5,2,0,0,2,0,2,6,9,6,3,3,0,5,0,0,11,5,11,0,3,5,0,0,0,5,0,0,5,4,5,8,5,0
Dance Song 1,T5458R10,Dance song; work song; entertainment song,2,11,11,0,0,0,11,11,11,2,3,9,11,11,0,2,2,1,11,5,5,4,0,3,5,0,0,0,0,0,0,5,4,2,5,5,5
Self-Praise Song 1,T5458R13,Self-praise song; praise song,1,11,11,0,0,0,11,11,11,2,6,9,11,11,0,2,2,1,11,5,5,4,0,7,5,0,0,0,0,0,0,5,4,2,5,5,5
Lament,T5458R14,Lament,2,11,11,0,0,0,11,11,11,2,6,9,11,11,3,2,2,1,3,5,5,4,0,3,5,0,0,7,0,0,0,5,4,2,5,5,5
Dance Song 2,T5458R15,Dance song,1,11,11,0,0,0,11,11,11,2,6,9,11,11,3,1,0,1,11,5,5,4,0,3,5,0,0,0,0,0,0,5,4,2,2,5,5
Dance Song 3,T5458R16,Dance song,1,0,0,0,0,0,0,2,0,2,6,9,6,1,3,2,5,0,3,5,5,0,0,3,5,0,0,0,5,0,0,5,4,5,8,8,0
Women's Dance Song ,T5458R17,Dance song,2,9,6,0,0,0,5,0,2,2,6,9,9,9,0,2,5,1,11,5,5,4,0,3,2,0,0,0,5,0,0,5,4,8,8,8,2
Palm Wine Drinking Song ,T5458R18,Drinking song; men's song,2,9,6,0,0,0,5,0,0,2,6,9,9,9,3,2,5,1,11,8,5,4,0,3,5,0,0,0,0,0,0,5,4,2,5,5,5
Self Praise Song 2,T5458R19,Self-praise song; praise song,2,9,6,0,0,0,5,0,0,2,6,9,6,9,3,4,5,0,11,5,5,4,0,3,5,0,0,0,0,0,0,5,4,2,5,5,5
Work Song ,T5458R20,Work song; field song; building song; complaint song,4,11,11,0,0,0,11,11,11,2,1,9,11,11,3,7,5,6,8,5,5,4,0,3,5,0,0,7,0,0,0,5,4,5,5,5,5
Men's Dance ,T5458R21,Men's song; dance song,1,0,0,0,0,0,0,2,0,2,1,9,6,3,3,0,5,0,11,5,2,4,2,7,5,0,0,0,5,0,0,5,4,5,5,8,0
Chant Pour Le Pilage Des Tiges D'oignons 2,T5432R04,Planting song; work song; agricultural song,2,9,6,5,5,2,5,0,2,2,6,9,9,9,3,5,2,0,11,5,5,11,2,3,5,0,0,3,0,0,0,5,4,8,8,5,5
"O Pinota, bella Pinota",T5592R03,"",6,11,11,0,0,2,11,11,11,11,6,0,11,11,3,6,2,9,1,0,5,0,2,9,5,0,0,3,5,0,0,0,2,2,5,2,8
Social Song,T5403R81,Social song,6,10,6,0,2,5,5,2,5,2,1,9,9,9,3,8,0,7,11,5,2,4,2,7,8,0,0,7,0,0,0,0,4,11,5,8,5
Social Song,T5403R82,Social song,6,10,6,5,2,5,5,2,0,2,1,9,9,9,0,2,5,1,11,2,2,11,2,7,5,0,0,7,0,0,0,0,4,8,5,8,5
Social Song,T5403R83,Social song,3,10,6,5,2,5,5,0,2,2,1,9,9,9,3,8,5,4,8,2,2,11,2,7,2,0,0,7,0,0,0,0,4,11,5,2,2
Biby Omby,T5443R01,Recreational dance; dance song; rumba,1,9,7,0,2,2,5,2,2,5,6,9,6,5,3,9,5,11,3,5,5,6,0,3,5,3,3,3,5,0,0,5,4,8,5,5,2
Renaoly Veloma,T5442R18,Farewell song; prison song,4,0,7,5,5,2,0,5,2,2,1,9,1,5,3,3,2,0,11,2,8,11,11,3,2,7,0,3,11,0,11,5,6,11,8,5,0
Malay Militera,T5442R19,Magic song; prayer song,6,0,10,5,2,5,8,11,11,0,6,9,6,11,0,0,5,0,8,5,5,11,0,3,5,0,0,0,5,0,0,2,4,0,2,2,0
Mpamaliha Mpamadia,T5442R20,"",1,3,7,5,2,2,0,5,0,2,6,9,6,5,0,2,2,0,11,2,5,11,0,3,0,0,0,3,0,0,0,5,6,2,5,2,0
Manakodraha,T5442R21,"",7,3,7,0,2,2,0,5,0,2,1,0,6,5,0,2,2,0,11,5,5,0,0,3,2,0,0,4,11,0,0,5,4,2,11,2,0
Malay Hanambady,T5442R24,Dance song,0,3,4,5,5,0,5,5,0,2,6,9,9,5,0,0,2,0,11,5,5,11,0,3,2,0,0,11,5,0,0,8,9,11,8,8,0
Pamadiha Mpamaliha,T5442R25,Dance song,2,4,6,5,5,2,0,2,0,5,0,5,6,5,0,5,0,0,8,2,8,11,0,1,2,0,0,0,5,0,0,5,9,5,5,2,2
Haikaiky,T5442R26,Feast song,10,11,11,8,11,11,11,11,11,0,0,11,11,11,3,11,8,11,1,2,8,11,11,7,0,11,0,3,11,5,11,5,9,11,5,11,0
Gigalato,T5443R05,Funeral song; dance song; dirge; prison song,2,11,11,0,0,0,11,11,11,5,3,0,11,11,11,0,5,0,11,8,2,0,0,1,5,0,0,0,0,0,0,5,6,2,5,5,8
Kinetsanetsa Baly Without Instruments,T5443R06,Dance song,7,11,11,0,2,0,11,11,11,8,0,7,11,11,11,2,8,0,8,5,8,4,8,1,2,11,0,3,5,0,0,5,4,11,8,8,8
Maromahay,T5443R14,"",6,0,0,5,5,2,0,0,0,0,6,9,6,0,0,0,2,0,11,5,5,11,0,3,11,0,0,0,11,0,0,5,6,8,8,2,0
Kely Malaza,T5443R15,Dance song,1,3,5,5,5,2,5,2,2,2,1,9,6,5,3,2,5,1,11,8,5,11,0,3,5,0,0,0,0,0,0,5,4,8,5,5,0
Mihóetsy,T5442R29,"",6,0,0,5,5,2,0,0,0,0,6,9,6,0,11,0,5,0,8,8,5,11,0,3,11,0,0,0,11,0,0,5,6,8,8,2,0
Valive ,T5458R04,Religious song; prison song,2,11,11,5,5,5,11,11,11,2,1,9,11,11,11,2,5,0,11,5,2,11,0,7,8,3,0,3,0,0,0,2,2,5,8,2,2
Tsikidola ,T5458R03,Healing song; ceremonial song; prison song,2,11,11,0,2,5,11,11,11,5,1,9,11,11,3,4,2,0,11,5,2,6,0,3,8,3,0,3,0,0,0,2,2,5,5,2,2
Ritual Song 1,T5404R83,Ritual song,10,11,11,8,11,11,11,11,11,2,1,11,11,11,0,2,8,1,11,8,5,11,2,3,5,0,0,3,0,5,0,5,9,8,5,5,5
Ritual Song 2,T5404R84,Ritual song,10,11,11,8,11,11,11,11,11,5,1,11,11,11,3,1,11,0,11,8,5,11,2,3,5,3,0,3,0,5,0,5,9,11,11,5,8
Ritual Song 3,T5404R85,Ritual song,10,11,11,8,11,11,11,11,11,5,1,11,11,11,3,1,11,0,11,8,5,11,5,3,8,0,0,3,0,11,5,5,6,8,8,5,0
Ritual Song 4,T5404R86,Ritual song,10,11,11,8,11,11,11,11,11,8,1,11,11,11,3,2,11,1,11,8,5,11,0,3,2,3,0,3,0,0,0,5,9,11,8,8,5
Ritual Song 5,T5404R87,Ritual song; chant,10,11,11,8,11,11,11,11,11,5,9,11,11,11,0,2,8,0,11,8,5,11,2,3,5,3,0,3,0,5,0,5,6,8,8,5,5
Ralinina,T5443R39,Rija; dance song,6,7,6,0,5,5,0,5,2,8,1,9,6,5,3,7,5,3,8,2,2,4,0,0,0,0,0,11,0,0,0,5,2,2,5,11,5
Two Jejo Voatavo,T5442R15,Rija,6,10,6,0,5,5,0,0,0,5,6,9,6,5,0,4,2,0,11,5,5,4,0,1,2,0,0,11,5,0,0,5,2,8,8,8,5
Josef Mikkel Sara,T5411R60,"",10,11,11,8,11,11,11,11,11,2,6,11,11,11,3,9,5,0,11,2,2,11,2,3,8,3,0,3,5,5,11,0,2,5,8,2,5
Ellen Klemet Buljo,T5411R62,"",7,11,11,5,5,0,11,11,11,0,1,9,11,11,3,2,5,1,8,2,2,11,2,3,8,0,0,3,0,0,11,2,2,2,8,2,2
Ay Rosina ,T5471R14,Romance; love song; plowing song,6,11,11,5,2,2,11,11,11,8,1,9,9,9,11,7,5,4,1,5,5,11,2,9,2,3,0,7,0,5,0,8,4,5,5,5,2
Y o Cantar Do Arrieiro,T5471R15,Muleteer's song; work song,10,11,11,8,11,11,11,11,11,5,0,11,11,11,0,3,8,0,8,5,5,11,2,9,2,11,0,3,0,0,0,2,2,2,5,8,8
Canción Los Canteiros De Pontevedra,T5471R10,Work song,4,11,11,5,2,2,11,11,11,2,6,9,11,11,3,8,0,6,8,5,5,11,0,7,5,3,0,3,5,5,5,5,4,5,2,8,8
Ibo Men's Chorus II,T5460R08,Men's song,4,0,6,0,0,0,5,2,0,2,1,9,1,5,3,2,0,1,8,2,2,4,2,3,5,0,0,3,5,0,5,5,4,5,5,5,2
Ibo Men's Chorus I,T5460R07,Men's song,2,10,6,0,0,0,5,2,0,5,6,9,1,5,3,8,0,4,8,5,5,4,0,3,2,0,0,3,5,0,5,5,4,5,5,5,2
Spirit Song,T5460R10,Spirit song; for ancestors,10,11,11,8,11,11,11,11,11,8,0,11,11,11,3,11,5,11,11,5,5,11,0,3,5,11,0,3,5,0,5,2,9,8,11,5,5
Ibo Song,T5460R09,Men's song,8,10,6,8,11,11,0,0,0,0,1,11,6,5,3,11,0,11,11,2,5,11,2,3,5,0,0,3,0,0,0,8,4,5,8,2,2
"Whissegnikon, Ei Dana",T5459R32,Dance song; ceremonial song; court music; women's song,4,11,11,5,5,2,11,11,11,5,1,9,11,11,0,11,0,11,11,5,8,11,0,3,2,0,0,7,0,0,0,5,9,5,5,5,2
Aloou Koun (Discours de Semassoussi) ,T5459R33,Song for royalty; vocal imitation of instrument,0,10,7,0,5,5,5,0,0,2,1,9,1,5,3,9,2,11,1,5,5,6,2,3,2,0,0,3,5,0,11,5,9,8,8,8,5
Batterie et Choeur pour la Premiere Danse,T5459R29,Court music; ceremonial song; cult song; festival song,6,3,7,5,5,5,0,2,2,5,1,9,1,3,3,4,8,0,1,5,2,11,2,7,2,0,0,3,11,0,5,5,9,8,8,8,2
"Devises des Tohossou, Ototi Ototi Okoubala Masha, Declamation of 'Mlin Mlin'",T5459R30,Court music; ceremonial song; cult song; festival song,10,6,10,8,11,11,8,11,11,8,0,11,0,11,3,5,2,1,8,5,2,11,2,7,2,11,11,0,0,0,5,5,9,8,5,8,8
Batterie Et Choeur Pour La Danse Botro I,T5459R31,Court music; ceremonial song; cult song; festival song,6,0,1,5,5,5,0,2,0,5,1,9,1,3,0,2,8,0,8,5,2,11,0,7,2,0,0,3,0,0,0,5,9,11,8,5,2
Vocal Rendition of Flute Selection,T5459R24,Vocal imitation of instrument,6,11,11,0,0,0,11,11,11,5,1,9,11,11,3,3,2,0,1,5,5,4,0,0,2,0,0,0,0,0,0,5,2,8,5,8,2
Adoration Ritual for the God Kloro,T5459R18,Funeral song; mask dance; adoration song; ullulations,0,0,7,0,0,0,0,2,0,2,6,9,6,1,3,2,2,0,3,5,5,4,2,3,5,0,0,0,5,0,5,5,4,5,5,5,2
Story Song with Djourou 1,T5459R19,Story song; comic song; bawdy song,2,10,10,8,8,8,0,11,11,2,7,11,6,11,3,4,2,0,8,8,5,11,0,1,8,0,0,0,0,0,0,5,4,5,8,5,2
Fiesta Music 1,T5402R50,Fiesta song,0,3,4,0,5,8,0,5,5,2,1,0,1,5,3,0,2,0,11,5,2,0,0,7,11,3,3,7,0,0,0,5,4,5,2,0,0
Ceremonial Song,T5402R51,Ceremonial song,0,10,10,0,5,8,8,11,11,5,1,0,9,11,3,7,5,4,3,5,2,0,2,7,2,3,0,3,0,5,0,5,6,11,5,5,5
Fiesta Music 2,T5402R52,Fiesta song,0,3,4,0,2,8,0,5,5,2,1,0,1,5,3,1,8,0,11,5,2,0,2,7,11,3,3,7,0,0,0,5,4,5,2,0,0
Koguruk,T5425R36,Wambe,0,11,11,0,2,0,11,11,11,2,0,0,11,11,3,11,11,11,11,2,0,0,0,9,2,11,0,11,5,0,0,2,6,2,8,2,0
Nyaure,T5425R35,Wambe,4,11,11,0,2,0,11,11,11,5,0,0,11,11,3,11,5,11,3,2,2,4,0,11,2,11,0,11,0,0,0,5,6,2,8,2,0
Wakan Mbire,T5425R34,Initiation rite; processional music; headdress song,7,9,6,5,5,2,5,0,8,5,0,9,1,9,3,11,11,11,11,5,2,11,0,7,2,11,7,11,0,0,0,5,4,2,5,5,2
Mindja,T5425R33,Initiation rite; processional music; headdress song,0,11,11,5,2,2,11,11,11,5,0,9,11,11,3,11,2,11,3,5,5,11,0,9,2,11,0,11,0,0,0,0,4,2,8,8,0
Nyaure,T5425R32,Processional song; ceremonial song,3,9,6,0,0,0,5,0,2,2,0,9,9,9,3,11,2,11,3,2,2,9,0,3,2,11,3,7,0,0,0,5,4,2,5,5,2
Nggwalndu Voices,T5425R31,Spirit song; clan song,6,11,11,0,5,0,11,11,11,0,0,9,11,11,3,11,5,11,8,2,2,6,0,3,2,11,0,11,11,0,0,2,4,2,8,2,0
Mindja,T5425R29,Pig song; ceremonial song; chant,10,11,11,8,11,11,11,11,11,11,0,11,11,11,0,11,0,9,11,8,5,11,2,11,2,11,0,3,0,0,0,5,6,8,11,5,2
Kumun,T5425R28,Pig song; ceremonial song; spirit song,1,6,4,11,5,11,5,0,5,2,0,11,0,7,0,0,2,0,11,5,5,11,0,11,0,11,11,11,11,0,0,5,6,8,8,8,0
Wanyil,T5425R27,Dance song; agricultural song; circle dance,6,3,7,5,5,0,0,2,2,2,0,9,1,5,3,5,11,0,3,5,2,11,2,11,0,11,0,11,11,0,0,5,6,8,11,2,0
Yaimbu,T5425R26,Animal song,4,3,6,5,5,2,5,0,8,5,0,9,1,7,3,11,5,11,11,5,5,11,0,7,2,11,7,7,0,5,0,5,6,5,5,8,0
Yamukwate,T5425R25,Dance song,0,9,6,5,8,2,5,0,8,5,0,9,1,9,3,11,11,11,3,2,8,11,0,9,0,11,7,7,5,0,0,5,6,8,11,11,0
Butterfly Dance,PENDING,Social dance; dance song; animal song,6,10,10,5,2,0,8,11,11,2,1,9,9,11,3,10,2,11,11,5,2,11,0,7,2,3,3,3,0,0,5,5,4,2,2,8,2
Eagle Dance,PENDING,Dance song; animal song,6,10,10,5,2,2,8,11,11,2,1,9,1,11,3,7,0,4,8,2,2,11,2,7,2,3,3,3,0,5,5,5,4,2,2,8,2
